id,user_id,created_at,completed,attention_checks,prolific_id,end_time,prolific_end_time,prolific_start_time
3491,ebd4d727-c7f2-4a35-8e7f-4de4e69e5f2d,2025-02-20 12:30:26.445926,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",67730610494c7699138eda38,,2025-02-20 12:40:39.687,2025-02-20 12:28:40.754
3521,029c3206-0d07-4249-9e06-e4d5c2ca3e94,2025-02-20 12:40:23.231924,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",5db7b4c243de97000d4b88e8,,2025-02-20 13:01:50.072,2025-02-20 12:37:43.267
3511,754b25e1-6619-4059-810e-2d3db646ed3a,2025-02-20 12:37:04.107241,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",666aee590ad93e0d709d8a72,,2025-02-20 13:18:20.083,2025-02-20 12:33:21.854
3487,5591ae91-9bff-477e-8b1e-d264dba65b5f,2025-02-20 12:29:18.423531,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-2'}}",63e51e9a9457c003c4d44c9e,,2025-02-20 12:51:15.999,2025-02-20 12:26:32.161
3508,91cd15c3-69f0-4283-a530-d8765fe68f4a,2025-02-20 12:36:06.483493,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",5ed814fc9e50c230c1efb63c,,2025-02-20 13:00:15.835,2025-02-20 12:33:38.386
3558,16324882-0c5c-4a19-a8d2-4082b2e83111,2025-02-20 13:06:06.255053,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",67605f255f319b66af732d2b,,2025-02-20 13:36:19.420,2025-02-20 13:03:28.544
3488,d8741ce9-0f71-442f-a225-aca0dd867101,2025-02-20 12:29:35.362671,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",6686d2161d2311d7c5eb32b1,,2025-02-20 12:44:30.674,2025-02-20 12:27:37.453
3538,5ca45ba8-c1d6-488b-95d9-0ffed1f4867c,2025-02-20 12:49:45.343625,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",66b8e2fd7ed9ec6e6bb94a9d,,2025-02-20 13:02:21.857,2025-02-20 12:36:42.456
3494,d1a14f26-b6c7-48c3-aeb0-415aec3b5fc5,2025-02-20 12:30:59.769901,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",5c4e38f4d3a5e300018363ba,,2025-02-20 13:06:43.416,2025-02-20 12:25:45.353
3414,d51d8e85-2e49-488d-8dc7-cbf88d37067b,2025-02-20 12:03:55.939816,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-3'}}",66b507cc1a7e164991afbe17,,2025-02-20 12:57:18.014,2025-02-20 11:58:22.206
3525,53d457d8-f04f-44f8-b2c2-c256318b14f3,2025-02-20 12:41:46.927096,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",66f17bd9eb26cc9b796288e8,,2025-02-20 13:11:30.323,2025-02-20 12:37:29.079
3570,15acf1a3-1a75-49d1-b9d8-42917983a6fb,2025-02-20 13:08:57.931189,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",63e51e063af1cc5baf0c72ca,,2025-02-20 13:25:00.020,2025-02-20 13:07:51.613
3567,14a77810-eace-4777-8717-14a9385f10d3,2025-02-20 13:08:24.088915,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",5dccf219aa4314964f7461d9,,2025-02-20 13:28:17.514,2025-02-20 13:06:02.710
3580,d94b16c3-a188-4d16-9e01-d00b75618752,2025-02-20 13:10:36.651605,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-2'}}",5bec4ebcf2dba6000166d420,,2025-02-20 13:38:50.791,2025-02-20 13:06:55.995
3562,1bf1ed01-c993-4cad-ba34-0af4b1a5fa58,2025-02-20 13:07:06.506514,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-3'}}",5deb9c5a4de9422935efe5e7,,2025-02-20 13:27:32.064,2025-02-20 13:04:43.675
3565,d503a93f-5193-41a1-8a73-645da7868f9b,2025-02-20 13:07:51.686321,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",5cf3fc71cf9293001982d4ea,,2025-02-20 13:24:07.981,2025-02-20 13:06:20.159
3579,e64adfe5-73de-435c-b8c5-52046af0f007,2025-02-20 13:10:28.785134,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",677b2ddf057825ce9349c9dd,,2025-02-20 13:50:38.829,2025-02-20 13:07:03.281
3586,b0a678f3-7bcc-4e74-8029-7fcddcaf3040,2025-02-20 13:11:15.847226,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",6766c26e66d382b6548fc2ce,,2025-02-20 13:43:40.041,2025-02-20 13:09:26.165
3592,0427cbe3-1d62-4cbf-8a4b-d4c7f89417be,2025-02-20 13:13:43.476575,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",67923be2d936e1fb1ce82d83,,2025-02-20 13:49:37.172,2025-02-20 13:08:23.818
3568,7a43f42f-1efa-4468-9398-78ec344b8a28,2025-02-20 13:08:45.581636,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",67605da25c3d6d410c6c7290,,2025-02-20 13:18:36.603,2025-02-20 13:06:54.827
3638,8254a3d2-011a-40b5-8c39-5ce80f060e65,2025-02-20 13:40:20.334470,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",5cb9b8f353aebd0017698fed,,2025-02-20 14:06:36.331,2025-02-20 13:36:53.458
3623,d2b0a8d6-da73-48fa-9f8e-333b0ab0f62c,2025-02-20 13:29:53.944993,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",5c952f252e2e320019b1aa7b,,2025-02-20 14:35:56.052,2025-02-20 13:16:40.863
3588,5ecf28c6-23a2-42d6-a6ff-ce993a115f21,2025-02-20 13:11:21.496177,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",678e82542b22df8acf060246,,2025-02-20 13:38:43.024,2025-02-20 13:08:21.175
3646,e1907b71-1287-43f6-81be-89699071d30c,2025-02-20 13:42:12.230643,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",66f2e9a6b1fad9467326abb6,,2025-02-20 14:11:17.875,2025-02-20 13:38:59.741
3628,75fc9c12-825f-4518-8213-4f5ef6c373e2,2025-02-20 13:37:25.073393,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-3'}}",66844d217e5180865c5afcc3,,2025-02-20 13:50:50.903,2025-02-20 13:36:13.311
3680,b41ac86a-65be-4f8a-90fc-e71fe5c8dfb4,2025-02-20 13:50:58.901285,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",660d58d186d7f2c79094c765,,2025-02-20 14:35:49.833,2025-02-20 13:40:56.129
3658,aecbfc12-8e59-4233-8ead-5f97e9f49b2b,2025-02-20 13:45:32.550004,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",63469a362ae94cb99d4fd99a,,2025-02-20 14:08:01.117,2025-02-20 13:38:28.519
3667,05e9de16-fdbe-4ec1-b487-2091bf6c1860,2025-02-20 13:48:43.463159,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",57ab1dd9082d1f00013d5c3f,,2025-02-20 14:21:03.852,2025-02-20 13:42:28.219
3649,19897709-052d-4f8a-8071-be452c05c1a1,2025-02-20 13:43:04.354553,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",67a9dfbf323d3bb886d746a8,,2025-02-20 14:08:15.874,2025-02-20 13:39:45.197
3653,4c977457-d058-44de-be0c-2f9b23f673f8,2025-02-20 13:44:40.938028,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",5d9b6b65454c520017bde508,,2025-02-20 14:11:06.643,2025-02-20 13:40:58.827
3668,383acbc2-ec64-4294-9a6a-306387ea3606,2025-02-20 13:48:48.333750,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",672dfc3313ec27a5cd96adaf,,2025-02-20 14:11:30.762,2025-02-20 13:46:08.218
3656,915afd15-f798-45f4-82eb-ccb88f4060c7,2025-02-20 13:45:00.049888,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",633a9edbf27eaa16efef242f,,2025-02-20 14:11:59.488,2025-02-20 13:39:25.366
3631,6fb37184-93c8-4864-9844-6a201f493f8d,2025-02-20 13:37:56.686372,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",5ee5483b1dfa3b0ded826eee,,2025-02-20 13:50:04.854,2025-02-20 13:36:32.188
3635,269d26e0-9b6b-4461-8b5a-0852039d3562,2025-02-20 13:38:42.431490,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",5aea16d3ff24e0000124b803,,2025-02-20 14:01:43.906,2025-02-20 13:36:34.640
3716,77ac39e1-d989-4abc-be33-5e75f058e465,2025-02-20 14:33:34.300456,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",6658b14ef863db3c5d605cc5,,2025-02-20 14:45:50.873,2025-02-20 14:32:39.207
3722,a706a446-fc6f-4776-b9ff-79af3c717eea,2025-02-20 14:38:54.003145,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",677379e8550e9edf176e7b80,,2025-02-20 14:58:08.696,2025-02-20 14:34:56.333
