id,study_condition,total_learning_time,exp_instruction_time,total_exp_time,failed_imc_checks,ml_knowledge,final_avg_confidence,intro_avg_confidence,score_improvement,confidence_avg_improvement,exit_q_answers,accuracy_over_time,ranking_q,self_assessment_q,exit_q,final_irt_score_mean,final_irt_score_std,intro_irt_score_mean,intro_irt_score_std
2dd7574b-698b-475c-95a4-ce3abae1d33d,interactive,21.79653611666667,4.224326583333333,21.79653611666667,0,2.0,1.0,1.0,2.0,0.0,"[2, 1, 1, 1, 1, 1, -1, -1, -1, 1, 1, 1, 1]",6,"{""question_ranking"":{""questions"":[{""id"":23,""question"":"" Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?""},{""id"":27,""question"":"" Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?""},{""id"":24,""question"":"" What is the <b>strength</b> of each attribute for the current model prediction? ""},{""id"":7,""question"":"" To <b>switch the model’s prediction</b>, which attributes would need to be different?""},{""id"":11,""question"":""Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?""},{""id"":25,""question"":"" What happens if the <b>value</b> of this feature <b>is changed</b>, keeping all the other attributes the same?""},{""id"":13,""question"":"" How are the different values of this feature <b>distributed</b> in the dataset?""}],""answers"":[3,6,1,2,5,4,7]}}","{""self_assessment"":{""questions"":[""I understand the important attributes for a decision."",""I cannot distinguish between the possible prediction."",""I understand how the Machine Learning model works."",""Select \""Strongly Disagree\"" for this selection."",""I did not understand how the Machine Learning model makes decisions.""],""answers"":[1,-1,1,-2,-1]}}","{""exit"":{""questions"":[""The explanation report is coherent."",""I find the explanation report useful."",""The explanation report is clear and understandable."",""The explanation report provides insightful information."",""The explanation report supports productive insights."",""The information in the report is presented accurately."",""The explanation report seems confusing."",""The explanation report is engaging."",""I pay attention. Select -1 to prove it."",""The explanation report presents information purposefully."",""I can see myself referring to this type of explanation report in the future."",""I can rely on the information provided in the explanation report."",""The explanation report is easy to navigate and understand.""],""answers"":[2,1,1,1,1,1,-1,-1,-1,1,1,1,1]}}",0.2970794869586825,0.1459253848497674,-0.1521702900342643,0.1297876142468679
cf0da9f7-a9f9-459d-b0dd-2fe166562d74,interactive,18.447460783333337,3.9007358833333337,18.447460783333337,0,2.0,2.7,2.4,3.0,0.3000000000000002,"[3, 3, 3, 3, 2, 3, -3, 2, -1, 3, 1, 2, 3]",6,"{""question_ranking"":{""questions"":[{""id"":23,""question"":"" Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?""},{""id"":27,""question"":"" Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?""},{""id"":24,""question"":"" What is the <b>strength</b> of each attribute for the current model prediction? ""},{""id"":7,""question"":"" To <b>switch the model’s prediction</b>, which attributes would need to be different?""},{""id"":11,""question"":""Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?""},{""id"":25,""question"":"" What happens if the <b>value</b> of this feature <b>is changed</b>, keeping all the other attributes the same?""},{""id"":13,""question"":"" How are the different values of this feature <b>distributed</b> in the dataset?""}],""answers"":[3,4,6,7,2,1,5]}}","{""self_assessment"":{""questions"":[""I understand the important attributes for a decision."",""I cannot distinguish between the possible prediction."",""I understand how the Machine Learning model works."",""Select \""Strongly Disagree\"" for this selection."",""I did not understand how the Machine Learning model makes decisions.""],""answers"":[1,-1,1,-2,-2]}}","{""exit"":{""questions"":[""The explanation report is coherent."",""I find the explanation report useful."",""The explanation report is clear and understandable."",""The explanation report provides insightful information."",""The explanation report supports productive insights."",""The information in the report is presented accurately."",""The explanation report seems confusing."",""The explanation report is engaging."",""I pay attention. Select -1 to prove it."",""The explanation report presents information purposefully."",""I can see myself referring to this type of explanation report in the future."",""I can rely on the information provided in the explanation report."",""The explanation report is easy to navigate and understand.""],""answers"":[3,3,3,3,2,3,-3,2,-1,3,1,2,3]}}",1.2700230646133424,0.1647260357345542,0.2270230547338724,0.1557282620688864
c2812d94-73f4-45ed-a24a-b96bd10bcec6,interactive,14.094749716666668,3.5765595500000003,14.094749716666668,1,0.0,1.0,0.9,-2.0,0.0999999999999999,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8,"{""question_ranking"":{""questions"":[{""id"":23,""question"":"" Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?""},{""id"":27,""question"":"" Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?""},{""id"":24,""question"":"" What is the <b>strength</b> of each attribute for the current model prediction? ""},{""id"":7,""question"":"" To <b>switch the model’s prediction</b>, which attributes would need to be different?""},{""id"":11,""question"":""Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?""},{""id"":25,""question"":"" What happens if the <b>value</b> of this feature <b>is changed</b>, keeping all the other attributes the same?""},{""id"":13,""question"":"" How are the different values of this feature <b>distributed</b> in the dataset?""}],""answers"":[5,4,6,3,2,1,7]}}","{""self_assessment"":{""questions"":[""I understand the important attributes for a decision."",""I cannot distinguish between the possible prediction."",""I understand how the Machine Learning model works."",""Select \""Strongly Disagree\"" for this selection."",""I did not understand how the Machine Learning model makes decisions.""],""answers"":[-1,1,-1,-2,1]}}","{""exit"":{""questions"":[""The explanation report is coherent."",""I find the explanation report useful."",""The explanation report is clear and understandable."",""The explanation report provides insightful information."",""The explanation report supports productive insights."",""The information in the report is presented accurately."",""The explanation report seems confusing."",""The explanation report is engaging."",""I pay attention. Select -1 to prove it."",""The explanation report presents information purposefully."",""I can see myself referring to this type of explanation report in the future."",""I can rely on the information provided in the explanation report."",""The explanation report is easy to navigate and understand.""],""answers"":[0,0,0,0,0,0,0,0,0,0,0,0,0]}}",-0.5269330507516861,0.1351402719561689,0.6192181569337845,0.136064458248969
64df587f-1104-4120-bde0-318980d2fd8a,interactive,9.1904148,11.46387265,9.1904148,0,2.0,2.7,3.0,4.0,-0.2999999999999998,"[2, 3, 3, 3, 2, 3, -3, -1, -1, 1, -2, 1, 3]",5,"{""question_ranking"":{""questions"":[{""id"":23,""question"":"" Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?""},{""id"":27,""question"":"" Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?""},{""id"":24,""question"":"" What is the <b>strength</b> of each attribute for the current model prediction? ""},{""id"":7,""question"":"" To <b>switch the model’s prediction</b>, which attributes would need to be different?""},{""id"":11,""question"":""Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?""},{""id"":25,""question"":"" What happens if the <b>value</b> of this feature <b>is changed</b>, keeping all the other attributes the same?""},{""id"":13,""question"":"" How are the different values of this feature <b>distributed</b> in the dataset?""}],""answers"":[2,5,4,3,1,6,7]}}","{""self_assessment"":{""questions"":[""I understand the important attributes for a decision."",""I cannot distinguish between the possible prediction."",""I understand how the Machine Learning model works."",""Select \""Strongly Disagree\"" for this selection."",""I did not understand how the Machine Learning model makes decisions.""],""answers"":[1,-1,1,-2,-1]}}","{""exit"":{""questions"":[""The explanation report is coherent."",""I find the explanation report useful."",""The explanation report is clear and understandable."",""The explanation report provides insightful information."",""The explanation report supports productive insights."",""The information in the report is presented accurately."",""The explanation report seems confusing."",""The explanation report is engaging."",""I pay attention. Select -1 to prove it."",""The explanation report presents information purposefully."",""I can see myself referring to this type of explanation report in the future."",""I can rely on the information provided in the explanation report."",""The explanation report is easy to navigate and understand.""],""answers"":[2,3,3,3,2,3,-3,-1,-1,1,-2,1,3]}}",1.248320220708847,0.1551557929494254,-0.1210965841636061,0.1428862590930276
5688a4d9-4eef-4169-8d37-0735854adb63,interactive,34.24001763333333,44.97785498333334,34.24001763333333,0,0.0,1.8,2.1,2.0,-0.3,"[3, 3, 2, 1, 1, 0, -2, -1, -1, 2, 2, -1, 1]",8,"{""question_ranking"":{""questions"":[{""id"":23,""question"":"" Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?""},{""id"":27,""question"":"" Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?""},{""id"":24,""question"":"" What is the <b>strength</b> of each attribute for the current model prediction? ""},{""id"":7,""question"":"" To <b>switch the model’s prediction</b>, which attributes would need to be different?""},{""id"":11,""question"":""Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?""},{""id"":25,""question"":"" What happens if the <b>value</b> of this feature <b>is changed</b>, keeping all the other attributes the same?""},{""id"":13,""question"":"" How are the different values of this feature <b>distributed</b> in the dataset?""}],""answers"":[1,4,2,3,5,6,7]}}","{""self_assessment"":{""questions"":[""I understand the important attributes for a decision."",""I cannot distinguish between the possible prediction."",""I understand how the Machine Learning model works."",""Select \""Strongly Disagree\"" for this selection."",""I did not understand how the Machine Learning model makes decisions.""],""answers"":[2,-1,1,-2,-1]}}","{""exit"":{""questions"":[""The explanation report is coherent."",""I find the explanation report useful."",""The explanation report is clear and understandable."",""The explanation report provides insightful information."",""The explanation report supports productive insights."",""The information in the report is presented accurately."",""The explanation report seems confusing."",""The explanation report is engaging."",""I pay attention. Select -1 to prove it."",""The explanation report presents information purposefully."",""I can see myself referring to this type of explanation report in the future."",""I can rely on the information provided in the explanation report."",""The explanation report is easy to navigate and understand.""],""answers"":[3,3,2,1,1,0,-2,-1,-1,2,2,-1,1]}}",-0.1246276741288602,0.1727238402324221,-0.5111017383635044,0.1699238451334734
dbc46986-0448-48e4-a698-1117d86fa8cd,interactive,25.076062233333335,12.55609135,25.076062233333335,0,1.0,0.8,1.3,2.0,-0.5,"[2, 3, 3, 3, 2, 3, -2, 3, -1, 2, 2, 2, 3]",7,"{""question_ranking"":{""questions"":[{""id"":23,""question"":"" Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?""},{""id"":27,""question"":"" Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?""},{""id"":24,""question"":"" What is the <b>strength</b> of each attribute for the current model prediction? ""},{""id"":7,""question"":"" To <b>switch the model’s prediction</b>, which attributes would need to be different?""},{""id"":11,""question"":""Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?""},{""id"":25,""question"":"" What happens if the <b>value</b> of this feature <b>is changed</b>, keeping all the other attributes the same?""},{""id"":13,""question"":"" How are the different values of this feature <b>distributed</b> in the dataset?""}],""answers"":[1,2,5,4,3,6,7]}}","{""self_assessment"":{""questions"":[""I understand the important attributes for a decision."",""I cannot distinguish between the possible prediction."",""I understand how the Machine Learning model works."",""Select \""Strongly Disagree\"" for this selection."",""I did not understand how the Machine Learning model makes decisions.""],""answers"":[2,-2,2,-2,-2]}}","{""exit"":{""questions"":[""The explanation report is coherent."",""I find the explanation report useful."",""The explanation report is clear and understandable."",""The explanation report provides insightful information."",""The explanation report supports productive insights."",""The information in the report is presented accurately."",""The explanation report seems confusing."",""The explanation report is engaging."",""I pay attention. Select -1 to prove it."",""The explanation report presents information purposefully."",""I can see myself referring to this type of explanation report in the future."",""I can rely on the information provided in the explanation report."",""The explanation report is easy to navigate and understand.""],""answers"":[2,3,3,3,2,3,-2,3,-1,2,2,2,3]}}",1.2631447970867158,0.1795158766901445,0.6941087818145752,0.1596926721230766
720bd337-3c25-4e20-9e78-187abec92efa,interactive,12.3039741,9.79210335,12.3039741,0,2.0,1.3,1.8,3.0,-0.5,"[2, 2, 3, 3, 2, 3, -3, 1, -1, 2, 3, 2, 2]",5,"{""question_ranking"":{""questions"":[{""id"":23,""question"":"" Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?""},{""id"":27,""question"":"" Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?""},{""id"":24,""question"":"" What is the <b>strength</b> of each attribute for the current model prediction? ""},{""id"":7,""question"":"" To <b>switch the model’s prediction</b>, which attributes would need to be different?""},{""id"":11,""question"":""Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?""},{""id"":25,""question"":"" What happens if the <b>value</b> of this feature <b>is changed</b>, keeping all the other attributes the same?""},{""id"":13,""question"":"" How are the different values of this feature <b>distributed</b> in the dataset?""}],""answers"":[1,5,2,3,4,6,7]}}","{""self_assessment"":{""questions"":[""I understand the important attributes for a decision."",""I cannot distinguish between the possible prediction."",""I understand how the Machine Learning model works."",""Select \""Strongly Disagree\"" for this selection."",""I did not understand how the Machine Learning model makes decisions.""],""answers"":[2,-2,1,-2,-2]}}","{""exit"":{""questions"":[""The explanation report is coherent."",""I find the explanation report useful."",""The explanation report is clear and understandable."",""The explanation report provides insightful information."",""The explanation report supports productive insights."",""The information in the report is presented accurately."",""The explanation report seems confusing."",""The explanation report is engaging."",""I pay attention. Select -1 to prove it."",""The explanation report presents information purposefully."",""I can see myself referring to this type of explanation report in the future."",""I can rely on the information provided in the explanation report."",""The explanation report is easy to navigate and understand.""],""answers"":[2,2,3,3,2,3,-3,1,-1,2,3,2,2]}}",0.2955337965488434,0.1374586572674799,-0.552204754948616,0.161050696769044
0a8cc657-5d49-40b0-a161-3337688e5956,interactive,12.9054077,2.4870332166666667,12.9054077,0,2.0,2.3,2.6,1.0,-0.3000000000000002,"[0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0]",6,"{""question_ranking"":{""questions"":[{""id"":23,""question"":"" Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?""},{""id"":27,""question"":"" Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?""},{""id"":24,""question"":"" What is the <b>strength</b> of each attribute for the current model prediction? ""},{""id"":7,""question"":"" To <b>switch the model’s prediction</b>, which attributes would need to be different?""},{""id"":11,""question"":""Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?""},{""id"":25,""question"":"" What happens if the <b>value</b> of this feature <b>is changed</b>, keeping all the other attributes the same?""},{""id"":13,""question"":"" How are the different values of this feature <b>distributed</b> in the dataset?""}],""answers"":[4,5,2,7,6,3,1]}}","{""self_assessment"":{""questions"":[""I understand the important attributes for a decision."",""I cannot distinguish between the possible prediction."",""I understand how the Machine Learning model works."",""Select \""Strongly Disagree\"" for this selection."",""I did not understand how the Machine Learning model makes decisions.""],""answers"":[1,-2,1,-2,-1]}}","{""exit"":{""questions"":[""The explanation report is coherent."",""I find the explanation report useful."",""The explanation report is clear and understandable."",""The explanation report provides insightful information."",""The explanation report supports productive insights."",""The information in the report is presented accurately."",""The explanation report seems confusing."",""The explanation report is engaging."",""I pay attention. Select -1 to prove it."",""The explanation report presents information purposefully."",""I can see myself referring to this type of explanation report in the future."",""I can rely on the information provided in the explanation report."",""The explanation report is easy to navigate and understand.""],""answers"":[0,0,0,0,0,0,0,0,-1,0,0,0,0]}}",0.7702613335847854,0.1628299031111054,0.6457586839795113,0.1728079656341674
27cd0c36-e896-4a2b-b7a3-8f114da43fd9,interactive,16.056771283333333,3.364262366666667,16.056771283333333,0,1.0,2.2,2.4,5.0,-0.1999999999999997,"[2, 3, 2, 3, 2, 2, -1, 2, -1, 2, 1, 1, 2]",6,"{""question_ranking"":{""questions"":[{""id"":23,""question"":"" Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?""},{""id"":27,""question"":"" Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?""},{""id"":24,""question"":"" What is the <b>strength</b> of each attribute for the current model prediction? ""},{""id"":7,""question"":"" To <b>switch the model’s prediction</b>, which attributes would need to be different?""},{""id"":11,""question"":""Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?""},{""id"":25,""question"":"" What happens if the <b>value</b> of this feature <b>is changed</b>, keeping all the other attributes the same?""},{""id"":13,""question"":"" How are the different values of this feature <b>distributed</b> in the dataset?""}],""answers"":[1,5,4,2,3,6,7]}}","{""self_assessment"":{""questions"":[""I understand the important attributes for a decision."",""I cannot distinguish between the possible prediction."",""I understand how the Machine Learning model works."",""Select \""Strongly Disagree\"" for this selection."",""I did not understand how the Machine Learning model makes decisions.""],""answers"":[1,1,-1,-2,-1]}}","{""exit"":{""questions"":[""The explanation report is coherent."",""I find the explanation report useful."",""The explanation report is clear and understandable."",""The explanation report provides insightful information."",""The explanation report supports productive insights."",""The information in the report is presented accurately."",""The explanation report seems confusing."",""The explanation report is engaging."",""I pay attention. Select -1 to prove it."",""The explanation report presents information purposefully."",""I can see myself referring to this type of explanation report in the future."",""I can rely on the information provided in the explanation report."",""The explanation report is easy to navigate and understand.""],""answers"":[2,3,2,3,2,2,-1,2,-1,2,1,1,2]}}",0.7859532558917999,0.154558122091122,-0.9451281070709228,0.1383882327271665
4cc96efc-b412-4b00-932f-7c4d627cd3cf,interactive,13.68799565,2.746765833333334,13.68799565,0,2.0,2.5,2.8,0.0,-0.2999999999999998,"[2, 1, 3, -1, -1, 2, -2, -2, -1, 2, -2, -1, 2]",1,"{""question_ranking"":{""questions"":[{""id"":23,""question"":"" Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?""},{""id"":27,""question"":"" Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?""},{""id"":24,""question"":"" What is the <b>strength</b> of each attribute for the current model prediction? ""},{""id"":7,""question"":"" To <b>switch the model’s prediction</b>, which attributes would need to be different?""},{""id"":11,""question"":""Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?""},{""id"":25,""question"":"" What happens if the <b>value</b> of this feature <b>is changed</b>, keeping all the other attributes the same?""},{""id"":13,""question"":"" How are the different values of this feature <b>distributed</b> in the dataset?""}],""answers"":[3,4,5,1,6,2,7]}}","{""self_assessment"":{""questions"":[""I understand the important attributes for a decision."",""I cannot distinguish between the possible prediction."",""I understand how the Machine Learning model works."",""Select \""Strongly Disagree\"" for this selection."",""I did not understand how the Machine Learning model makes decisions.""],""answers"":[2,-2,1,-2,-2]}}","{""exit"":{""questions"":[""The explanation report is coherent."",""I find the explanation report useful."",""The explanation report is clear and understandable."",""The explanation report provides insightful information."",""The explanation report supports productive insights."",""The information in the report is presented accurately."",""The explanation report seems confusing."",""The explanation report is engaging."",""I pay attention. Select -1 to prove it."",""The explanation report presents information purposefully."",""I can see myself referring to this type of explanation report in the future."",""I can rely on the information provided in the explanation report."",""The explanation report is easy to navigate and understand.""],""answers"":[2,1,3,-1,-1,2,-2,-2,-1,2,-2,-1,2]}}",-0.0886429859884083,0.169247420651198,0.2606710559874773,0.1589306543357524
