id,user_id,created_at,completed,attention_checks,prolific_id,end_time,prolific_end_time,prolific_start_time
4485,edb2deca-eb99-4fb1-87f8-a1a44fa9e503,2025-02-24 12:42:38.938946,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",677e711cdae0199f19d68029,,2025-02-24 13:25:57.074,2025-02-24 12:37:46.192
4009,d531bb5a-25d9-4018-93f6-7022b9b99c55,2025-02-23 02:15:42.624591,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",652fcdc57cc2ae3b4731184b,,2025-02-23 03:21:47.903,2025-02-23 02:07:03.097
4012,2134ec3e-edb8-421b-ad3f-08a6ec3fc224,2025-02-23 02:24:56.816033,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",67351d691e6e9753f1834168,,2025-02-23 03:33:25.723,2025-02-23 02:12:37.485
3919,7aeec119-17e8-4082-9808-e8f6e87207d1,2025-02-22 23:13:02.492094,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",5c56025fcb61950001038a76,,2025-02-22 23:39:35.867,2025-02-22 23:09:18.898
3925,703b674e-3466-4553-9ef5-e4ac4c1bfe2a,2025-02-22 23:22:21.881934,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-2'}}",67b74f10e9c6ecf172e4bf5a,,2025-02-22 23:33:14.309,2025-02-22 23:20:45.386
3932,f5f77764-3c9e-4201-9ab9-51cd5522ae4c,2025-02-22 23:33:08.153307,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",5ab8d182e1546900019b7195,,2025-02-23 00:02:47.203,2025-02-22 23:30:18.442
4042,914ea0a1-c6f3-4d78-9adf-7a58672470bf,2025-02-23 04:02:06.965365,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",5cfb5233df7d70001619ca90,,2025-02-23 04:54:22.579,2025-02-23 03:33:25.726
4043,13637671-9726-46ac-9dab-e8d11a2a4ee1,2025-02-23 04:04:55.068937,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",5edeea354d54cb1a825aa8f9,,2025-02-23 05:01:45.420,2025-02-23 03:57:43.220
4493,b45f290e-8c6d-40bc-a446-a0c512c8be8a,2025-02-24 13:04:31.861451,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",671d54a9f1b8f62b62dbcc7e,,2025-02-24 13:45:26.804,2025-02-24 12:58:22.404
3954,578bc8db-e6fa-42bb-8e67-f323730cc107,2025-02-23 00:12:23.241614,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",572d05c688902e00091e4a2c,,2025-02-23 00:55:37.451,2025-02-23 00:05:41.647
3956,a7c4a036-a25c-4e61-b020-ff1a3099c99c,2025-02-23 00:15:31.273129,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",6658f0a58f1ee667f4264a93,,2025-02-23 00:50:41.510,2025-02-23 00:12:49.293
4056,035cd55c-563e-42d9-bce5-2b55392dde1a,2025-02-23 04:32:56.034629,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",62fbdda6e4b5a034b71296f8,,2025-02-23 05:04:42.366,2025-02-23 04:26:14.434
4065,ec41f8db-1834-496d-9948-10c0e1fd2304,2025-02-23 05:06:30.577122,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",59cff8eed227970001199862,,2025-02-23 05:38:14.842,2025-02-23 05:02:31.701
3987,2901bbf2-b970-4686-b70d-8197a3b3d36a,2025-02-23 01:26:40.813416,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",55d234b45bc5bc0005d9039d,,2025-02-23 02:01:56.806,2025-02-23 01:23:12.630
3995,ca8f0939-547a-466c-8279-45e8d5b2cffc,2025-02-23 01:48:04.859299,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",6110b901d3037af4edb435c5,,2025-02-23 02:20:15.175,2025-02-23 01:42:25.366
4088,69a979ba-4f47-4ca9-8fa1-048ba9d870be,2025-02-23 05:50:14.902267,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",67a6bb3dec20e45bc36127e0,,2025-02-23 06:52:48.949,2025-02-23 05:45:14.602
4504,40079868-32ce-46f1-860c-c9cab52022ec,2025-02-24 13:45:37.852103,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",63ced18d1623c5714ab478b7,,2025-02-24 14:27:24.999,2025-02-24 13:27:21.933
4018,17a94144-1178-4f27-ac07-43a7998d82bd,2025-02-23 02:48:28.364138,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",5c4f5967aac8be0001716a65,,2025-02-23 03:14:06.070,2025-02-23 02:25:57.190
4021,00a37cd9-4289-400b-b885-b7989f5bff00,2025-02-23 02:52:22.853154,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",675355f5119e42585a9226cf,,2025-02-23 04:14:00.651,2025-02-23 02:40:03.312
4004,c6ca1d1c-b1b7-4585-a874-675e820d9d5f,2025-02-23 02:04:35.247037,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",5f4412624052727181839e3a,,2025-02-23 02:40:02.962,2025-02-23 02:02:03.477
4148,66aec37a-5bfb-4039-8858-2b191b99ba32,2025-02-23 07:10:27.391819,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",66db455debd3438472ba6fc6,,2025-02-23 07:52:32.301,2025-02-23 07:03:43.352
4152,e5f131a0-cb0a-4c70-b413-d9df24fa16af,2025-02-23 07:18:10.836642,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",67acc93369e412a591c8e9e1,,2025-02-23 08:10:10.931,2025-02-23 06:53:45.729
4154,bd86dc3b-7425-4be9-be4e-293f11ed2377,2025-02-23 07:22:58.092997,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",662fb42cc3458e96dee33181,,2025-02-23 07:51:12.937,2025-02-23 07:20:53.705
4166,b39c3dd4-ce18-47a5-92de-ef4b899bf0ab,2025-02-23 08:02:19.920082,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",67859ff819bad167dbeff228,,2025-02-23 09:01:11.543,2025-02-23 07:51:16.950
4184,0ee9ad77-257b-4576-aecc-2a0e4d7a7f73,2025-02-23 08:17:49.792457,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '3'}}",672943f01665b053c5cd5c86,,2025-02-23 09:28:26.674,2025-02-23 08:10:25.410
4509,e6b4c703-d69a-4f21-9b23-2f2c093685de,2025-02-24 14:10:51.053570,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",66986c9ad97d2e5ff07329c1,,2025-02-24 15:15:05.241,2025-02-24 13:52:38.166
4521,e677ffa0-f31e-42b6-9941-18f4fda70789,2025-02-24 15:14:49.538570,True,"{'1': {'correct': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess whether the AI model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '2'}}",67529d0aecb73bfe140d521f,,2025-02-24 15:49:54.438,2025-02-24 15:08:34.905
